id,trade_date,fixed_asset_id,asset_detail_id,beginning_amt,acquisition,depreciation,disposal,net_book_value
BF00000309,2023-03-27,FA10045,AD10045,26547.92,8.37,47.96,2.62,26505.71
BF00000310,2023-03-28,FA10045,AD10045,26505.71,10.2,70.29,3.52,26442.1
BF00000311,2023-03-29,FA10045,AD10045,26442.1,15.84,105.82,3.82,26348.3
BF00000312,2023-03-30,FA10045,AD10045,26348.3,2.04,111.26,0.83,26238.25
BF00000313,2023-03-31,FA10045,AD10045,26238.25,1.99,7.9,2.16,26230.18
BF00000314,2023-04-03,FA10045,AD10045,26230.18,1.49,15.65,3.41,26212.61
BF00000315,2023-04-04,FA10045,AD10045,26212.61,11.19,89.7,1.24,26132.86
BF00000316,2023-04-05,FA10045,AD10045,26132.86,7.12,30.7,1.8,26107.48
BF00000317,2023-04-06,FA10045,AD10045,26107.48,13.17,100.37,4.04,26016.24
BF00000318,2023-04-10,FA10045,AD10045,26016.24,11.42,75.26,4.03,25948.37
BF00000319,2023-04-11,FA10045,AD10045,25948.37,5.68,12.69,3.71,25937.65
BF00000320,2023-04-12,FA10045,AD10045,25937.65,15.28,94.44,3.27,25855.22
BF00000321,2023-04-13,FA10045,AD10045,25855.22,12.97,20.0,1.1,25847.09
BF00000322,2023-04-14,FA10045,AD10045,25847.09,4.6,48.04,1.31,25802.34
BF00000323,2023-04-17,FA10045,AD10045,25802.34,6.2,62.64,2.24,25743.66
BF00000324,2023-04-18,FA10045,AD10045,25743.66,5.35,56.8,2.3,25689.91
BF00000325,2023-04-19,FA10045,AD10045,25689.91,2.68,77.83,2.07,25612.69
BF00000326,2023-04-20,FA10045,AD10045,25612.69,2.51,74.04,2.61,25538.55
BF00000327,2023-04-21,FA10045,AD10045,25538.55,15.93,112.53,1.67,25440.28
BF00000328,2023-04-24,FA10045,AD10045,25440.28,7.45,113.37,3.07,25331.29
BF00000329,2023-04-25,FA10045,AD10045,25331.29,6.52,58.58,1.37,25277.86
BF00000330,2023-04-26,FA10045,AD10045,25277.86,12.41,10.8,1.35,25278.12
BF00000331,2023-04-27,FA10045,AD10045,25278.12,9.41,82.56,0.52,25204.45
BF00000332,2023-04-28,FA10045,AD10045,25204.45,15.93,110.79,0.77,25108.82
BF00000333,2023-05-01,FA10045,AD10045,25108.82,13.28,36.11,3.48,25082.51
BF00000334,2023-05-02,FA10045,AD10045,25082.51,8.16,52.32,1.83,25036.52
BF00000335,2023-05-03,FA10045,AD10045,25036.52,6.4,48.18,0.93,24993.81
BF00000336,2023-05-04,FA10045,AD10045,24993.81,16.79,5.83,3.11,25001.66
BF00000337,2023-05-05,FA10045,AD10045,25001.66,12.21,76.26,2.27,24935.34
BF00000338,2023-05-08,FA10045,AD10045,24935.34,16.18,40.08,0.09,24911.35
BF00000339,2023-05-09,FA10045,AD10045,24911.35,2.02,89.33,1.3,24822.74
BF00000340,2023-05-10,FA10045,AD10045,24822.74,14.47,94.39,0.72,24742.1
BF00000341,2023-05-11,FA10045,AD10045,24742.1,10.84,93.16,2.69,24657.09
BF00000342,2023-05-12,FA10045,AD10045,24657.09,2.07,47.26,1.13,24610.77
BF00000343,2023-05-15,FA10045,AD10045,24610.77,10.01,36.47,0.27,24584.04
BF00000344,2023-05-16,FA10045,AD10045,24584.04,11.67,84.94,0.22,24510.55
BF00000345,2023-05-17,FA10045,AD10045,24510.55,0.21,90.91,2.38,24417.47
BF00000346,2023-05-18,FA10045,AD10045,24417.47,7.73,55.73,0.09,24369.38
BF00000347,2023-05-19,FA10045,AD10045,24369.38,14.04,101.3,3.48,24278.64
BF00000348,2023-05-22,FA10045,AD10045,24278.64,5.03,16.32,0.64,24266.71
BF00000349,2023-05-23,FA10045,AD10045,24266.71,7.8,99.72,2.48,24172.31
BF00000350,2023-05-24,FA10045,AD10045,24172.31,7.53,10.9,1.82,24167.12
BF00000351,2023-05-25,FA10045,AD10045,24167.12,5.14,17.42,1.81,24153.03
BF00000352,2023-05-26,FA10045,AD10045,24153.03,15.63,60.56,0.29,24107.81
BF00000353,2023-05-30,FA10045,AD10045,24107.81,13.29,7.66,3.29,24110.15
BF00000354,2023-05-31,FA10045,AD10045,24110.15,1.88,5.99,3.66,24102.38
BF00000355,2023-06-01,FA10045,AD10045,24102.38,16.96,0.06,0.05,24119.23
BF00000356,2023-06-02,FA10045,AD10045,24119.23,14.96,49.49,0.73,24083.97
BF00000357,2023-06-05,FA10045,AD10045,24083.97,4.83,87.87,3.7,23997.23
BF00000358,2023-06-06,FA10045,AD10045,23997.23,14.24,3.95,2.25,24005.27
BF00000359,2023-06-07,FA10045,AD10045,24005.27,1.81,73.99,0.61,23932.48
BF00000360,2023-06-08,FA10045,AD10045,23932.48,17.0,93.37,0.83,23855.28
BF00000361,2023-06-09,FA10045,AD10045,23855.28,11.33,19.06,2.7,23844.85
BF00000362,2023-06-12,FA10045,AD10045,23844.85,11.06,16.66,2.97,23836.28
BF00000363,2023-06-13,FA10045,AD10045,23836.28,1.54,97.64,2.45,23737.73
BF00000364,2023-06-14,FA10045,AD10045,23737.73,15.26,93.37,3.9,23655.72
BF00000365,2023-06-15,FA10045,AD10045,23655.72,0.49,61.13,2.02,23593.06
BF00000366,2023-06-16,FA10045,AD10045,23593.06,4.1,92.93,1.23,23503.0
BF00000367,2023-06-20,FA10045,AD10045,23503.0,2.43,10.52,1.95,23492.96
BF00000368,2023-06-21,FA10045,AD10045,23492.96,13.22,44.75,1.47,23459.96
BF00000369,2023-06-22,FA10045,AD10045,23459.96,3.37,83.69,0.92,23378.72
BF00000370,2023-06-23,FA10045,AD10045,23378.72,15.49,29.2,0.19,23364.82
BF00000371,2023-06-26,FA10045,AD10045,23364.82,11.17,85.34,1.44,23289.21
BF00000372,2023-06-27,FA10045,AD10045,23289.21,0.62,57.19,2.91,23229.73
BF00000373,2023-06-28,FA10045,AD10045,23229.73,0.09,85.11,0.08,23144.63
BF00000374,2023-06-29,FA10045,AD10045,23144.63,0.88,52.71,1.8,23091.0
BF00000375,2023-06-30,FA10045,AD10045,23091.0,10.31,41.73,2.64,23056.94
BF00000376,2023-07-03,FA10045,AD10045,23056.94,13.64,24.86,2.5,23043.22
BF00000377,2023-07-05,FA10045,AD10045,23043.22,4.06,23.64,3.18,23020.46
BF00000378,2023-07-06,FA10045,AD10045,23020.46,14.45,85.25,3.32,22946.34
BF00000379,2023-07-07,FA10045,AD10045,22946.34,0.97,13.49,2.91,22930.91
BF00000380,2023-07-10,FA10045,AD10045,22930.91,13.63,9.75,0.42,22934.37
BF00000381,2023-07-11,FA10045,AD10045,22934.37,15.79,20.0,1.94,22928.22
BF00000382,2023-07-12,FA10045,AD10045,22928.22,13.14,19.89,2.47,22919.0
BF00000383,2023-07-13,FA10045,AD10045,22919.0,11.88,93.37,1.01,22836.5
BF00000384,2023-07-14,FA10045,AD10045,22836.5,14.26,45.2,0.17,22805.39
BF00000385,2023-07-17,FA10045,AD10045,22805.39,0.68,112.34,0.92,22692.81
BF00000386,2023-07-18,FA10045,AD10045,22692.81,3.43,15.56,1.86,22678.82
BF00000387,2023-07-19,FA10045,AD10045,22678.82,2.13,74.13,1.69,22605.13
BF00000388,2023-07-20,FA10045,AD10045,22605.13,8.58,50.9,0.72,22562.09
BF00000389,2023-07-21,FA10045,AD10045,22562.09,12.68,44.57,3.38,22526.82
BF00000390,2023-07-24,FA10045,AD10045,22526.82,10.72,99.27,3.79,22434.48
BF00000391,2023-07-25,FA10045,AD10045,22434.48,14.48,110.67,0.82,22337.47
BF00000392,2023-07-26,FA10045,AD10045,22337.47,2.64,99.01,3.81,22237.29
BF00000393,2023-07-27,FA10045,AD10045,22237.29,12.5,21.81,0.07,22227.91
BF00000394,2023-07-28,FA10045,AD10045,22227.91,3.28,25.05,3.79,22202.35
BF00000395,2023-07-31,FA10045,AD10045,22202.35,4.61,74.42,3.9,22128.64
BF00000396,2023-08-01,FA10045,AD10045,22128.64,12.08,32.79,0.05,22107.88
BF00000397,2023-08-02,FA10045,AD10045,22107.88,16.68,83.34,3.12,22038.1
BF00000398,2023-08-03,FA10045,AD10045,22038.1,10.4,64.25,3.97,21980.28
BF00000399,2023-08-04,FA10045,AD10045,21980.28,0.93,62.49,3.71,21915.01
BF00000400,2023-08-07,FA10045,AD10045,21915.01,10.49,93.99,3.97,21827.54
BF00000401,2023-08-08,FA10045,AD10045,21827.54,0.72,80.6,2.25,21745.41
BF00000402,2023-08-09,FA10045,AD10045,21745.41,15.04,3.01,0.32,21757.12
BF00000403,2023-08-10,FA10045,AD10045,21757.12,12.07,5.61,3.48,21760.1
BF00000404,2023-08-11,FA10045,AD10045,21760.1,2.95,68.24,2.51,21692.3
BF00000405,2023-08-14,FA10045,AD10045,21692.3,1.56,55.15,2.52,21636.19
BF00000406,2023-08-15,FA10045,AD10045,21636.19,3.12,29.51,1.71,21608.09
BF00000407,2023-08-16,FA10045,AD10045,21608.09,16.67,47.49,2.34,21574.93
BF00000408,2023-08-17,FA10045,AD10045,21574.93,7.8,85.97,0.63,21496.13
BF00000409,2023-08-18,FA10045,AD10045,21496.13,13.34,93.77,3.03,21412.67
BF00000410,2023-08-21,FA10045,AD10045,21412.67,10.83,63.66,0.31,21359.53
BF00000411,2023-08-22,FA10045,AD10045,21359.53,9.74,43.71,2.99,21322.57
BF00000412,2023-08-23,FA10045,AD10045,21322.57,2.47,30.71,3.48,21290.85
BF00000413,2023-08-24,FA10045,AD10045,21290.85,16.1,59.2,1.93,21245.82
BF00000414,2023-08-25,FA10045,AD10045,21245.82,5.13,35.7,2.09,21213.16
BF00000415,2023-08-28,FA10045,AD10045,21213.16,9.83,63.99,1.28,21157.72
BF00000416,2023-08-29,FA10045,AD10045,21157.72,11.91,76.76,3.97,21088.9
BF00000417,2023-08-30,FA10045,AD10045,21088.9,11.05,7.5,3.0,21089.45
BF00000418,2023-08-31,FA10045,AD10045,21089.45,16.0,0.12,1.51,21103.82
BF00000419,2023-09-01,FA10045,AD10045,21103.82,2.53,24.08,0.72,21081.55
BF00000420,2023-09-05,FA10045,AD10045,21081.55,8.65,101.47,0.9,20987.83
BF00000421,2023-09-06,FA10045,AD10045,20987.83,6.87,73.31,1.9,20919.49
BF00000422,2023-09-07,FA10045,AD10045,20919.49,8.07,19.51,3.86,20904.19
BF00000423,2023-09-08,FA10045,AD10045,20904.19,2.03,100.99,3.01,20802.22
BF00000424,2023-09-11,FA10045,AD10045,20802.22,2.28,53.31,0.88,20750.31
BF00000425,2023-09-12,FA10045,AD10045,20750.31,4.73,54.01,3.52,20697.51
BF00000426,2023-09-13,FA10045,AD10045,20697.51,5.18,106.12,1.55,20595.02
BF00000427,2023-09-14,FA10045,AD10045,20595.02,7.28,6.75,3.49,20592.06
BF00000428,2023-09-15,FA10045,AD10045,20592.06,10.4,24.41,0.99,20577.06
BF00000429,2023-09-18,FA10045,AD10045,20577.06,10.8,66.45,2.53,20518.88
BF00000430,2023-09-19,FA10045,AD10045,20518.88,7.01,22.18,3.79,20499.92
BF00000431,2023-09-20,FA10045,AD10045,20499.92,6.95,77.08,1.06,20428.73
BF00000432,2023-09-21,FA10045,AD10045,20428.73,3.7,24.29,2.84,20405.3
BF00000433,2023-09-22,FA10045,AD10045,20405.3,10.01,11.25,4.04,20400.02
BF00000434,2023-09-25,FA10045,AD10045,20400.02,5.39,23.48,0.62,20381.31
BF00000435,2023-09-26,FA10045,AD10045,20381.31,0.61,47.95,0.36,20333.61
BF00000436,2023-09-27,FA10045,AD10045,20333.61,7.12,19.98,2.76,20317.99
BF00000437,2023-09-28,FA10045,AD10045,20317.99,8.07,15.28,1.39,20309.39
BF00000438,2023-09-29,FA10045,AD10045,20309.39,3.84,97.59,0.29,20215.35
BF00000439,2023-10-02,FA10045,AD10045,20215.35,9.74,36.34,1.95,20186.8
BF00000440,2023-10-03,FA10045,AD10045,20186.8,9.63,40.92,3.09,20152.42
BF00000441,2023-10-04,FA10045,AD10045,20152.42,11.94,6.27,1.17,20156.92
BF00000442,2023-10-05,FA10045,AD10045,20156.92,11.02,40.54,1.37,20126.03
BF00000443,2023-10-06,FA10045,AD10045,20126.03,11.1,30.04,3.46,20103.63
BF00000444,2023-10-09,FA10045,AD10045,20103.63,5.38,69.25,2.13,20037.63
BF00000445,2023-10-10,FA10045,AD10045,20037.63,13.4,23.3,3.45,20024.28
BF00000446,2023-10-11,FA10045,AD10045,20024.28,9.34,100.77,1.83,19931.02
BF00000447,2023-10-12,FA10045,AD10045,19931.02,7.34,105.46,3.9,19829.0
BF00000448,2023-10-13,FA10045,AD10045,19829.0,10.65,11.32,2.66,19825.67
BF00000449,2023-10-16,FA10045,AD10045,19825.67,6.14,12.18,0.47,19819.16
BF00000450,2023-10-17,FA10045,AD10045,19819.16,8.72,13.08,3.62,19811.18
BF00000451,2023-10-18,FA10045,AD10045,19811.18,12.53,70.28,2.0,19751.43
BF00000452,2023-10-19,FA10045,AD10045,19751.43,15.08,13.84,0.58,19752.09
BF00000453,2023-10-20,FA10045,AD10045,19752.09,15.67,96.69,0.63,19670.44
BF00000454,2023-10-23,FA10045,AD10045,19670.44,8.57,85.56,2.81,19590.64
BF00000455,2023-10-24,FA10045,AD10045,19590.64,8.85,93.0,0.19,19506.3
BF00000456,2023-10-25,FA10045,AD10045,19506.3,13.61,59.67,1.17,19459.07
BF00000457,2023-10-26,FA10045,AD10045,19459.07,5.35,113.06,0.57,19350.79
BF00000458,2023-10-27,FA10045,AD10045,19350.79,14.25,5.01,1.81,19358.22
BF00000459,2023-10-30,FA10045,AD10045,19358.22,8.41,45.52,1.7,19319.41
BF00000460,2023-10-31,FA10045,AD10045,19319.41,1.97,36.75,2.14,19282.49
BF00000461,2023-11-01,FA10045,AD10045,19282.49,1.23,107.61,1.14,19174.97
BF00000462,2023-11-02,FA10045,AD10045,19174.97,14.33,65.44,0.13,19123.73
BF00000463,2023-11-03,FA10045,AD10045,19123.73,0.95,91.45,2.52,19030.71
BF00000464,2023-11-06,FA10045,AD10045,19030.71,4.77,19.32,1.53,19014.63
BF00000465,2023-11-07,FA10045,AD10045,19014.63,5.68,111.01,2.67,18906.63
BF00000466,2023-11-08,FA10045,AD10045,18906.63,2.94,56.56,0.44,18852.57
BF00000467,2023-11-09,FA10045,AD10045,18852.57,5.34,56.0,0.06,18801.85
BF00000468,2023-11-10,FA10045,AD10045,18801.85,12.64,110.13,1.02,18703.34
BF00000469,2023-11-13,FA10045,AD10045,18703.34,0.25,43.19,1.87,18658.53
BF00000470,2023-11-14,FA10045,AD10045,18658.53,14.07,45.09,1.61,18625.9
BF00000471,2023-11-15,FA10045,AD10045,18625.9,14.57,66.33,3.32,18570.82
BF00000472,2023-11-16,FA10045,AD10045,18570.82,6.33,14.53,1.55,18561.07
BF00000473,2023-11-17,FA10045,AD10045,18561.07,2.61,36.42,2.17,18525.09
BF00000474,2023-11-20,FA10045,AD10045,18525.09,10.22,21.92,2.43,18510.96
BF00000475,2023-11-21,FA10045,AD10045,18510.96,2.04,11.72,0.09,18501.19
BF00000476,2023-11-22,FA10045,AD10045,18501.19,6.21,98.25,2.11,18407.04
BF00000477,2023-11-24,FA10045,AD10045,18407.04,16.31,66.85,1.41,18355.09
BF00000478,2023-11-27,FA10045,AD10045,18355.09,16.94,40.69,1.72,18329.62
BF00000479,2023-11-28,FA10045,AD10045,18329.62,13.14,46.36,0.41,18295.99
BF00000480,2023-11-29,FA10045,AD10045,18295.99,5.29,48.95,3.21,18249.12
BF00000481,2023-11-30,FA10045,AD10045,18249.12,11.7,71.82,3.86,18185.14
BF00000482,2023-12-01,FA10045,AD10045,18185.14,12.0,105.13,0.09,18091.92
BF00000483,2023-12-04,FA10045,AD10045,18091.92,6.6,105.81,2.46,17990.25
BF00000484,2023-12-05,FA10045,AD10045,17990.25,10.9,44.41,3.13,17953.61
BF00000485,2023-12-06,FA10045,AD10045,17953.61,0.18,37.35,1.17,17915.27
BF00000486,2023-12-07,FA10045,AD10045,17915.27,3.56,51.16,3.22,17864.45
BF00000487,2023-12-08,FA10045,AD10045,17864.45,8.93,64.42,2.59,17806.37
BF00000488,2023-12-11,FA10045,AD10045,17806.37,2.79,52.39,3.8,17752.97
BF00000489,2023-12-12,FA10045,AD10045,17752.97,2.82,74.73,4.02,17677.04
BF00000490,2023-12-13,FA10045,AD10045,17677.04,14.23,62.89,0.17,17628.21
BF00000491,2023-12-14,FA10045,AD10045,17628.21,16.83,36.38,1.82,17606.84
BF00000492,2023-12-15,FA10045,AD10045,17606.84,9.46,39.22,2.24,17574.84
BF00000493,2023-12-18,FA10045,AD10045,17574.84,14.28,42.95,0.6,17545.57
BF00000494,2023-12-19,FA10045,AD10045,17545.57,16.85,10.74,1.38,17550.3
BF00000495,2023-12-20,FA10045,AD10045,17550.3,2.41,18.84,4.04,17529.83
BF00000496,2023-12-21,FA10045,AD10045,17529.83,7.63,82.03,0.07,17455.36
BF00000497,2023-12-22,FA10045,AD10045,17455.36,6.68,44.14,1.85,17416.05
BF00000498,2023-12-26,FA10045,AD10045,17416.05,1.36,24.34,3.45,17389.62
BF00000499,2023-12-27,FA10045,AD10045,17389.62,12.85,63.83,1.33,17337.31
BF00000500,2023-12-28,FA10045,AD10045,17337.31,7.38,85.7,1.96,17257.03
BF00000501,2023-12-29,FA10045,AD10045,17257.03,7.98,29.2,4.0,17231.81
BF00000502,2024-01-02,FA10045,AD10045,17231.81,2.56,93.79,1.94,17138.64
BF00000503,2024-01-03,FA10045,AD10045,17138.64,3.08,105.21,0.54,17035.97
BF00000504,2024-01-04,FA10045,AD10045,17035.97,15.43,67.77,0.21,16983.42
BF00000505,2024-01-05,FA10045,AD10045,16983.42,0.76,75.88,3.87,16904.43
BF00000506,2024-01-08,FA10045,AD10045,16904.43,3.96,5.96,1.09,16901.34
BF00000507,2024-01-09,FA10045,AD10045,16901.34,4.97,107.26,2.06,16796.99
BF00000508,2024-01-10,FA10045,AD10045,16796.99,8.34,44.52,0.37,16760.44
BF00000509,2024-01-11,FA10045,AD10045,16760.44,9.98,104.8,1.73,16663.89
BF00000510,2024-01-12,FA10045,AD10045,16663.89,8.39,65.68,3.81,16602.79
BF00000511,2024-01-16,FA10045,AD10045,16602.79,1.43,0.52,2.06,16601.64
BF00000512,2024-01-17,FA10045,AD10045,16601.64,4.15,4.37,3.98,16597.44
BF00000513,2024-01-18,FA10045,AD10045,16597.44,14.35,77.18,1.06,16533.55
BF00000514,2024-01-19,FA10045,AD10045,16533.55,10.85,63.83,2.07,16478.5
BF00000515,2024-01-22,FA10045,AD10045,16478.5,11.04,3.01,3.52,16483.01
BF00000516,2024-01-23,FA10045,AD10045,16483.01,11.4,84.33,1.84,16408.24
BF00000517,2024-01-24,FA10045,AD10045,16408.24,12.98,96.66,1.14,16323.42
BF00000518,2024-01-25,FA10045,AD10045,16323.42,0.99,56.31,3.5,16264.6
BF00000519,2024-01-26,FA10045,AD10045,16264.6,6.24,52.83,1.6,16216.41
BF00000520,2024-01-29,FA10045,AD10045,16216.41,9.18,0.62,2.17,16222.8
BF00000521,2024-01-30,FA10045,AD10045,16222.8,5.76,89.23,4.0,16135.33
BF00000522,2024-01-31,FA10045,AD10045,16135.33,14.37,37.51,0.76,16111.43
BF00000523,2024-02-01,FA10045,AD10045,16111.43,8.21,99.68,1.23,16018.73
BF00000524,2024-02-02,FA10045,AD10045,16018.73,13.08,42.32,0.13,15989.36
BF00000525,2024-02-05,FA10045,AD10045,15989.36,14.5,64.1,1.6,15938.16
BF00000526,2024-02-06,FA10045,AD10045,15938.16,8.59,30.67,0.82,15915.26
BF00000527,2024-02-07,FA10045,AD10045,15915.26,15.47,18.22,2.78,15909.73
BF00000528,2024-02-08,FA10045,AD10045,15909.73,9.99,87.9,0.74,15831.08
BF00000529,2024-02-09,FA10045,AD10045,15831.08,14.47,56.33,2.76,15786.46
BF00000530,2024-02-12,FA10045,AD10045,15786.46,5.79,60.86,1.08,15730.31
BF00000531,2024-02-13,FA10045,AD10045,15730.31,8.49,109.51,1.45,15627.84
BF00000532,2024-02-14,FA10045,AD10045,15627.84,9.04,109.3,1.43,15526.15
BF00000533,2024-02-15,FA10045,AD10045,15526.15,1.79,97.06,2.93,15427.95
BF00000534,2024-02-16,FA10045,AD10045,15427.95,6.78,21.28,1.91,15411.54
BF00000535,2024-02-20,FA10045,AD10045,15411.54,15.61,67.41,1.48,15358.26
BF00000536,2024-02-21,FA10045,AD10045,15358.26,10.73,99.61,3.49,15265.89
BF00000537,2024-02-22,FA10045,AD10045,15265.89,3.02,42.48,2.34,15224.09
BF00000538,2024-02-23,FA10045,AD10045,15224.09,5.77,11.47,0.88,15217.51
BF00000539,2024-02-26,FA10045,AD10045,15217.51,3.26,91.99,3.69,15125.09
BF00000540,2024-02-27,FA10045,AD10045,15125.09,0.42,54.65,1.4,15069.46
BF00000541,2024-02-28,FA10045,AD10045,15069.46,15.78,64.02,0.16,15021.06
BF00000542,2024-02-29,FA10045,AD10045,15021.06,7.63,111.41,2.03,14915.25
BF00000543,2024-03-01,FA10045,AD10045,14915.25,5.23,68.88,0.51,14851.09
BF00000544,2024-03-04,FA10045,AD10045,14851.09,10.18,48.21,0.98,14812.08
BF00000545,2024-03-05,FA10045,AD10045,14812.08,0.12,41.97,3.06,14767.17
BF00000546,2024-03-06,FA10045,AD10045,14767.17,4.73,47.37,0.54,14723.99
BF00000547,2024-03-07,FA10045,AD10045,14723.99,11.96,13.43,3.3,14719.22
BF00000548,2024-03-08,FA10045,AD10045,14719.22,10.78,90.15,3.84,14636.01
BF00000549,2024-03-11,FA10045,AD10045,14636.01,16.7,95.03,2.48,14555.2
BF00000550,2024-03-12,FA10045,AD10045,14555.2,10.55,32.26,2.91,14530.58
BF00000551,2024-03-13,FA10045,AD10045,14530.58,8.12,34.46,2.92,14501.32
BF00000552,2024-03-14,FA10045,AD10045,14501.32,12.95,99.18,4.06,14411.03
BF00000553,2024-03-15,FA10045,AD10045,14411.03,15.37,2.72,1.4,14422.28
BF00000554,2024-03-18,FA10045,AD10045,14422.28,12.26,59.04,0.67,14374.83
BF00000555,2024-03-19,FA10045,AD10045,14374.83,16.39,52.6,2.13,14336.49
BF00000556,2024-03-20,FA10045,AD10045,14336.49,13.3,78.28,2.18,14269.33
BF00000557,2024-03-21,FA10045,AD10045,14269.33,14.75,18.53,0.73,14264.82
BF00000558,2024-03-22,FA10045,AD10045,14264.82,1.94,75.81,2.51,14188.44
BF00000559,2024-03-25,FA10045,AD10045,14188.44,12.46,42.73,0.06,14158.11
BF00000560,2024-03-26,FA10045,AD10045,14158.11,7.49,70.18,3.8,14091.62
BF00000561,2024-03-27,FA10045,AD10045,14091.62,9.41,4.55,1.08,14095.4
BF00000562,2024-03-28,FA10045,AD10045,14095.4,11.13,52.38,0.16,14053.99
BF00000563,2024-04-01,FA10045,AD10045,14053.99,16.5,59.24,0.44,14010.81
BF00000564,2024-04-02,FA10045,AD10045,14010.81,16.75,24.31,0.98,14002.27
BF00000565,2024-04-03,FA10045,AD10045,14002.27,4.9,15.84,1.12,13990.21
BF00000566,2024-04-04,FA10045,AD10045,13990.21,12.48,21.38,0.13,13981.18
BF00000567,2024-04-05,FA10045,AD10045,13981.18,12.76,39.04,1.14,13953.76
BF00000568,2024-04-08,FA10045,AD10045,13953.76,5.9,10.98,0.79,13947.89
BF00000569,2024-04-09,FA10045,AD10045,13947.89,2.11,107.46,1.55,13840.99
BF00000570,2024-04-10,FA10045,AD10045,13840.99,0.7,45.94,1.58,13794.17
BF00000571,2024-04-11,FA10045,AD10045,13794.17,13.23,91.77,1.39,13714.24
BF00000572,2024-04-12,FA10045,AD10045,13714.24,8.33,110.53,1.34,13610.7
BF00000573,2024-04-15,FA10045,AD10045,13610.7,16.77,9.16,0.37,13617.94
BF00000574,2024-04-16,FA10045,AD10045,13617.94,7.91,73.92,0.1,13551.83
BF00000575,2024-04-17,FA10045,AD10045,13551.83,16.64,98.85,0.83,13468.79
BF00000576,2024-04-18,FA10045,AD10045,13468.79,7.0,71.94,3.1,13400.75
BF00000577,2024-04-19,FA10045,AD10045,13400.75,13.5,48.67,4.06,13361.52
BF00000578,2024-04-22,FA10045,AD10045,13361.52,1.44,48.9,3.8,13310.26
BF00000579,2024-04-23,FA10045,AD10045,13310.26,9.45,4.07,2.06,13313.58
BF00000580,2024-04-24,FA10045,AD10045,13313.58,13.65,60.64,2.18,13264.41
BF00000581,2024-04-25,FA10045,AD10045,13264.41,15.73,112.7,1.29,13166.15
BF00000582,2024-04-26,FA10045,AD10045,13166.15,14.0,108.75,3.17,13068.23
BF00000583,2024-04-29,FA10045,AD10045,13068.23,0.63,4.58,3.13,13061.15
BF00000584,2024-04-30,FA10045,AD10045,13061.15,6.34,80.06,3.46,12983.97
BF00000585,2024-05-01,FA10045,AD10045,12983.97,0.83,34.23,3.67,12946.9
BF00000586,2024-05-02,FA10045,AD10045,12946.9,1.86,102.43,1.78,12844.55
BF00000587,2024-05-03,FA10045,AD10045,12844.55,11.49,5.12,3.14,12847.78
BF00000588,2024-05-06,FA10045,AD10045,12847.78,12.14,106.16,3.3,12750.46
BF00000589,2024-05-07,FA10045,AD10045,12750.46,13.16,95.0,1.26,12667.36
BF00000590,2024-05-08,FA10045,AD10045,12667.36,14.72,13.33,3.8,12664.95
BF00000591,2024-05-09,FA10045,AD10045,12664.95,12.58,6.79,0.39,12670.35
BF00000592,2024-05-10,FA10045,AD10045,12670.35,13.63,94.69,4.07,12585.22
BF00000593,2024-05-13,FA10045,AD10045,12585.22,0.83,17.67,3.15,12565.23
BF00000594,2024-05-14,FA10045,AD10045,12565.23,3.99,60.68,0.38,12508.16
BF00000595,2024-05-15,FA10045,AD10045,12508.16,10.58,103.88,2.69,12412.17
BF00000596,2024-05-16,FA10045,AD10045,12412.17,14.6,64.37,0.14,12362.26
BF00000597,2024-05-17,FA10045,AD10045,12362.26,0.08,45.06,3.15,12314.13
BF00000598,2024-05-20,FA10045,AD10045,12314.13,8.76,50.48,3.27,12269.14
BF00000599,2024-05-21,FA10045,AD10045,12269.14,11.52,7.16,2.47,12271.03
BF00000600,2024-05-22,FA10045,AD10045,12271.03,0.5,109.89,3.51,12158.13
BF00000601,2024-05-23,FA10045,AD10045,12158.13,6.83,35.24,0.4,12129.32
BF00000602,2024-05-24,FA10045,AD10045,12129.32,15.24,21.48,1.13,12121.95
BF00000603,2024-05-28,FA10045,AD10045,12121.95,11.43,32.45,1.7,12099.23
BF00000604,2024-05-29,FA10045,AD10045,12099.23,4.04,109.39,0.17,11993.71
BF00000605,2024-05-30,FA10045,AD10045,11993.71,14.51,10.7,1.84,11995.68
BF00000606,2024-05-31,FA10045,AD10045,11995.68,5.92,98.38,1.09,11902.13
BF00000607,2024-06-03,FA10045,AD10045,11902.13,14.52,80.29,1.61,11834.75
BF00000608,2024-06-04,FA10045,AD10045,11834.75,5.09,94.15,1.74,11743.95
BF00000609,2024-06-05,FA10045,AD10045,11743.95,10.04,110.7,3.6,11639.69
BF00000610,2024-06-06,FA10045,AD10045,11639.69,6.75,95.53,1.11,11549.8
BF00000611,2024-06-07,FA10045,AD10045,11549.8,4.68,107.01,3.66,11443.81
BF00000612,2024-06-10,FA10045,AD10045,11443.81,15.08,14.4,1.74,11442.75
BF00000613,2024-06-11,FA10045,AD10045,11442.75,3.19,90.27,1.34,11354.33
BF00000614,2024-06-12,FA10045,AD10045,11354.33,1.44,61.9,2.06,11291.81
BF00000615,2024-06-13,FA10045,AD10045,11291.81,5.82,61.65,1.71,11234.27
BF00000616,2024-06-14,FA10045,AD10045,11234.27,12.21,101.97,1.05,11143.46
BF00000617,2024-06-17,FA10045,AD10045,11143.46,13.74,110.24,2.06,11044.9
